layer,head,val_acc,train_acc,epochs
15,11,0.880000,0.880571,6253
15,27,0.542667,0.554000,3700
14,23,0.438333,0.446429,2534
14,18,0.416000,0.424714,15688
15,13,0.332333,0.336286,2419
15,15,0.274000,0.281286,4602
17,18,0.251667,0.250143,9906
19,8,0.240667,0.256286,20000
20,4,0.187000,0.195857,20000
20,10,0.186333,0.194714,14907
